id	x	y
1	12.95075	-10.091299
2	-4.7460837	33.956867
3	-6.632852	-11.706949
4	-13.408002	-18.704073
5	8.046433	31.737621
6	-16.259857	-15.55566
7	-5.9943714	-21.64184
8	21.15288	11.749315
9	8.809592	-14.949259
10	22.888126	23.101778
11	5.809193	-18.82502
12	-8.143744	17.313269
13	-6.2954974	28.845945
14	-17.380873	-3.0520852
15	15.305916	-29.499731
16	0.65962183	-25.227991
17	5.014719	1.5882399
18	4.9632273	-1.6744825
19	15.956589	-2.339711
20	6.4653206	18.230799
21	-9.132786	-8.324414
22	-8.747839	23.181065
23	4.0210714	-24.971107
24	13.661898	-23.942137
25	-2.3750744	10.69526
26	16.199041	-11.889451
27	6.076466	19.678051
28	-23.543865	3.2014172
29	5.2771516	11.620317
30	14.754428	-23.61422
31	-9.234543	-0.8415659
32	20.640394	1.5733484
33	6.516633	20.058443
34	11.654906	-2.2407515
35	-21.331347	-14.390835
36	-3.6143432	29.532001
37	-2.261544	27.490042
38	13.0273285	4.07313
39	2.010611	19.614803
40	0.82671875	-3.1726005
41	-5.9980946	31.907654
42	0.029448586	-2.402844
43	2.602119	18.592937
44	-8.567541	-11.919516
45	0.0052464795	29.065445
46	13.847765	3.1184146
47	10.600843	-19.15522
48	-16.355644	25.57815
49	-6.4306183	-10.647707
50	-1.6079624	-20.283548
51	-15.34111	12.170099
52	-9.3301935	-4.685003
53	21.45712	7.8919044
54	-18.798326	9.448399
55	8.316878	22.960758
56	-16.158335	-29.396242
57	12.626101	-15.52411
58	-14.791591	-22.45399
59	-29.670647	-12.270105
60	-28.774702	-0.8078526
61	0.27601674	1.1206899
62	-5.961607	32.01955
63	-4.4242606	-15.85395
64	-13.632157	27.730843
65	1.284385	6.4392695
66	-23.963839	-3.3167975
67	-3.8659387	-20.972263
68	6.5820003	-12.449724
69	-1.6072052	-2.568097
70	5.4239383	-22.322092
71	3.9356458	22.603643
72	3.556933	-25.856016
73	7.9686055	-0.94339794
74	-16.20224	-15.49778
75	3.6006792	19.146004
76	9.827389	-30.98456
77	0.6111107	4.2507873
78	-3.4645047	32.402096
79	14.379123	3.0267231
80	6.048797	28.129648
81	-8.974991	-4.9790263
82	-1.5717021	1.1341361
83	16.875776	24.382961
84	-16.178608	-29.427279
85	13.548882	-16.22553
86	4.75562	-5.353703
87	5.6826773	-7.7132826
88	-8.559169	-19.773684
89	-14.738242	21.089382
90	-7.2296624	-19.701075
91	5.6008115	25.724092
92	17.942806	-6.807105
93	-5.7634993	12.754001
94	2.2071257	20.195164
95	-0.45090884	-18.055603
96	3.8136888	28.222252
97	7.712965	3.5119665
98	10.222289	27.23123
99	-2.6201994	-13.3245
100	0.52788025	31.892048
101	-5.793236	-6.5629177
102	10.17184	-20.294634
103	22.813007	23.150732
104	0.52204555	31.835087
105	9.416214	-25.035158
106	21.71711	12.417522
107	5.629837	5.708262
108	14.937436	26.353172
109	11.930526	-17.892014
110	-1.4788235	17.59417
111	-0.9143934	-14.780107
112	-10.408871	32.893932
113	-1.7014905	-27.717869
114	-12.444635	-14.877836
115	3.801095	27.711946
116	-3.0053287	-23.391298
117	8.918474	25.134773
118	14.802591	26.50889
119	4.693403	34.689636
120	23.66946	22.044912
121	-9.544068	-13.58368
122	9.589678	16.6975
123	-9.132397	-25.62933
124	-24.679308	4.430483
125	-2.0763113	-22.511597
126	15.299535	-29.493616
127	-2.9460478	-10.3094425
128	-11.29323	-15.522453
129	2.0093873	4.136081
130	-26.651543	-4.457861
131	17.998817	-11.854717
132	3.3252604	-16.378613
133	10.1004925	-16.188742
134	-11.53972	-0.6695759
135	17.135296	-22.32825
136	5.6439357	21.761108
137	4.1710405	4.0385714
138	-10.879295	-22.63285
139	-8.676867	21.331564
140	-5.996373	-16.80657
141	-12.316473	24.046587
142	-7.801661	18.764568
143	3.4172184	5.548171
144	0.8674859	-0.74869394
145	21.065458	1.3608239
146	7.0561333	3.9306757
147	-3.8287394	21.656536
148	-9.679848	-13.112271
149	11.847511	-21.957743
150	9.808085	21.009228
151	22.924646	-12.43266
152	1.6798763	11.080314
153	-24.02928	1.1774287
154	10.175221	19.816956
155	-4.92478	-14.32899
156	-14.240587	-2.2221591
157	5.4030256	-3.89658
158	6.720354	22.754517
159	7.43631	-20.452187
160	0.21122378	-20.431927
161	13.008729	20.381897
162	-1.6767274	19.113338
163	-4.463969	19.230759
164	-20.246845	-1.958325
165	-14.962909	-3.0760558
166	-7.674986	-13.472382
167	-7.002983	15.78283
168	4.1765513	-20.789385
169	20.390057	19.448639
170	-10.46437	29.082088
171	5.5912194	-16.09227
172	7.263402	8.365231
173	1.9932973	-16.796576
174	-22.175314	2.212983
175	0.41958517	16.223013
176	-2.3112648	26.532557
177	-0.35439298	-11.599063
178	-7.349983	-14.931877
179	8.130654	-4.986654
