id	x	y
1	1.6252713	32.375065
2	-11.577263	-20.654154
3	-15.494526	-4.168114
4	-15.409397	-5.597511
5	-13.745058	29.28361
6	14.431152	-7.115455
7	18.599018	22.171375
8	-4.433237	-8.772311
9	4.313685	7.2745175
10	6.627999	35.823166
11	4.1621156	11.872179
12	-10.725445	-19.462425
13	-12.290764	-19.358356
14	-7.752983	8.475766
15	9.75028	23.627941
16	9.116111	4.8698277
17	-7.84522	17.53626
18	-1.604064	10.986402
19	-8.550353	18.996063
20	5.9979315	-23.17103
21	21.54094	-2.5873375
22	-3.0219588	-20.769133
23	0.8337223	13.176165
24	9.700314	-3.4309168
25	-0.52044296	-13.568569
26	5.215783	19.971037
27	5.102363	-22.823238
28	-15.191047	-13.803683
29	12.933888	-11.29371
30	5.19897	21.268482
31	-0.43621954	0.3130024
32	-25.796808	2.1402423
33	5.446164	-21.55355
34	-3.3534095	19.644037
35	14.617305	5.2505126
36	-2.0855713	-34.365063
37	11.129066	-28.307365
38	-1.6274549	-1.5950618
39	-1.5147923	-29.304497
40	-9.392065	12.707652
41	-8.095674	-22.64317
42	-4.1411767	2.6373346
43	-2.7765648	-28.73068
44	-6.2478943	10.400508
45	-0.109967545	-25.133547
46	-7.338833	-3.0856135
47	4.5361924	16.864826
48	-19.439672	14.758501
49	-14.987854	-4.1637006
50	12.305174	5.065984
51	8.496239	35.51771
52	11.343928	0.8377248
53	19.557323	2.4166994
54	22.766153	6.0517764
55	2.6018767	-24.000292
56	-35.398945	13.819484
57	1.3234951	8.474809
58	17.806767	-1.6736215
59	22.779991	9.900532
60	-24.408255	-7.0465083
61	-7.2449327	1.7229041
62	-8.480751	-22.797007
63	11.828895	2.7587523
64	14.513411	15.262381
65	-8.656406	21.137644
66	-20.368649	-13.71934
67	15.491039	2.2494934
68	14.642159	21.85277
69	-7.349113	3.0006983
70	-2.6670074	8.928393
71	-17.41314	15.328001
72	12.300257	11.3057995
73	-9.295875	24.797026
74	-10.108722	13.008283
75	8.76412	-24.303364
76	8.157472	-1.1435992
77	-0.49064705	-5.178421
78	-21.978853	20.806082
79	-8.173473	-3.6476395
80	5.877387	-35.408875
81	11.772033	0.9605483
82	-7.5424037	1.5619074
83	-10.884457	10.34232
84	-35.435005	13.84205
85	1.554045	9.366504
86	-3.947198	5.073849
87	-6.7552423	12.5881605
88	19.543098	15.256617
89	-19.584665	-25.715351
90	19.86169	16.599396
91	26.64658	4.8393564
92	-0.7508614	29.447107
93	-2.7602522	-14.362328
94	-1.089415	-29.139086
95	-14.80655	21.06099
96	3.0059564	-27.108805
97	20.037352	9.105789
98	-14.828489	-23.027628
99	13.847487	1.7111018
100	8.381521	-29.951479
101	5.9652715	-5.0952106
102	4.4832864	16.566004
103	6.5907693	35.759094
104	8.45179	-29.908293
105	5.694816	4.917999
106	-5.2829432	-8.9565525
107	14.592626	-0.15270536
108	-12.092356	-26.462536
109	5.9931717	14.760863
110	6.3881164	-19.892555
111	7.200622	18.561256
112	12.14404	-22.871553
113	9.578495	14.706542
