id	x	y
1	16.920725697920812	16.594739576749816
2	-2.3293890665284955	3.4756415707035435
3	3.0896148597081954	-22.773934857297366
4	-3.9117809556713667	-18.39223192987021
5	-0.9376101594955213	8.157128788467983
6	0.7653967049264974	-6.4766394136179475
7	31.03437470841659	9.558287562388974
8	-10.17883419789033	-8.567443880259509
9	2.0398599848972765	1.0934918364648623
10	31.93844580494368	23.1017980588127
11	0.28804469442533354	-17.61232880469426
12	-9.612233401104685	-5.914853829061675
13	5.10136745558499	-3.232735312809011
14	4.180716245599515	-5.1573175770039175
15	29.71880879718962	10.55320007154722
16	4.676094605892361	-16.75338881353952
17	-3.085954030623056	8.831297875778267
18	-0.8882967779574034	-5.689630865939003
19	-9.879530288393571	17.23416156131015
20	-19.470316899990724	-7.567983215375197
21	4.777900642252771	3.566159996236643
22	-10.378591970930076	-2.381583847990604
23	10.525365955515994	-10.994401841421258
24	4.811908467550098	-7.35252751545669
25	-15.802947860114768	3.377928697319755
26	15.540114023694839	6.486220091207148
27	-23.967238524423212	-1.6738020461667087
28	-11.256593170464514	-4.358405132448666
29	-10.186484927330302	24.844360504357716
30	18.56506388126468	3.285356029151136
31	-6.175781054721379	-4.784893722835218
32	9.54537118035415	9.486533439665074
33	-24.182496929643378	5.611908389912416
34	-1.8989022206672153	12.145762738590312
35	6.516310605851	-20.57872302825986
36	-1.0260519440555118	20.26233806704375
37	-3.434698544016753	14.348444898214675
38	-6.61729525170584	2.634101993089093
39	-12.938948035171858	6.960450693049938
40	-4.60486526083063	0.5802988177414308
41	-18.03133692504086	5.104815720082506
42	-6.688557129927267	-4.413860811292752
43	-13.18997826130291	4.455693359704549
44	7.396333166195456	-6.657953683833283
45	-6.7595702128381765	0.6444674558395523
46	-4.411673479170872	1.2941625691611331
47	8.88162821363842	-3.5106097450869997
48	-10.060245805626849	8.651915177151475
49	-9.336388613715457	-15.05289556583331
50	5.935140421664347	-18.165340113736224
51	25.86134522782091	22.24704057953772
52	0.29533774696042653	-12.492285788129363
53	0.1190840332775729	-10.894802099032061
54	27.886971258396848	0.1761574492623515
55	-7.349136766757258	-0.9068510435232946
56	-10.744051219433718	-10.64327975374608
57	-3.8636565772970846	-4.149716983983038
58	20.738340630909807	-20.305622787392657
59	32.356653751993505	-8.297875957794792
60	-0.6934546204966973	-15.33020625006425
61	-5.746589005670978	-12.391040663909457
62	-14.100013271836747	1.968979312559265
63	5.542892166549166	-9.899282685878152
64	16.76663851895808	-0.815726097332619
65	-10.28541296958255	17.711105032978608
66	8.343704172111966	-17.80315989772606
67	12.854154803880212	-20.834646791071105
68	16.146976240264912	0.0004334774987046055
69	-4.590950817668713	-17.45331107722077
70	-2.940053903537269	-9.614425549511033
71	-3.1506011293413523	11.244538779541665
72	9.530482273053007	-7.02236824494879
73	4.020197597764453	17.84347205766133
74	1.5871808874464695	-0.7738607870905263
75	-25.650549868716485	1.5091338482813095
76	-2.5427772262194255	-6.328106675510752
77	-12.501042128541457	4.774307202456228
