id	features
1	0.404926,0.000000,0.000000,0.030898,0.000000,2.080688,1.651338,0.540599,0.000000,0.361402,0.000000,0.608176,0.055543,0.000000,0.007489,1.492022,0.000000,3.880892,0.112019,1.555098,1.527942,0.000000,4.604297,0.000000,0.071039,0.522226,0.000000,0.266310,1.450497,0.564371,0.041298,0.000000,0.764730,0.000000,0.000000,0.430455,0.000000,0.088406,0.000000,0.000000,0.819792,0.926067,6.624167,0.134334,0.167102,0.017491,0.586565,0.031100,0.242301,1.005363,11.697977,1.367930,3.761842,0.977264,0.014451,1.990844,1.823807,15.879348,0.390464,2.184321,0.032763,0.187664,0.711570,0.094334,1.781568,0.000000,0.000000,0.482213,0.193266,0.065503,0.127701,0.099276,0.636618,1.216596,0.462311,0.486732,0.041955,0.151467,2.704965,0.317753,0.000000,0.119477,1.071966,0.529101,0.008739,0.517097,19.201431,0.000000,4.327324,8.078789,0.150264,0.000000,0.459255,0.000000,0.023062,0.256548,2.747777,0.000000,0.000000,1.414668,0.026490,0.376732,0.111397,1.225797,0.000000,0.413707,0.000000,1.091844,0.145599,0.000000,3.338977,0.280512,1.075849,1.001476,1.899301,0.037467,0.000000,0.443378,0.158615,0.837164,0.202403,0.081621,0.000000,8.181740,8.006843,0.383446,0.000000,0.573479,0.364705,0.277738,4.662169,2.902267,0.190900,2.338754,1.821869,1.868565,2.657037,2.008730,4.650038,0.000000,0.056060,0.000309,0.000000,0.041886,0.149728,0.000000,3.748344,3.394820,0.243398,1.829680,0.006602,0.724014,3.064786,0.103290,0.356490,9.806362,19.341049,0.083718,0.000000,0.000000,0.016762,0.690001,1.548736,0.787482,0.003533,0.000000,0.157165,1.241320,1.194332,0.024808,1.718599,0.976621,0.452059,1.033805,0.186024,0.000000,0.022067,1.009626,12.861071,3.940765,2.988001,0.000000,0.000000,1.813160,0.237685,0.898352,1.101365,1.299883,0.671782,0.449628,1.070407,0.148967,0.206423,0.104287,1.298634,0.000000,0.947692,0.000000,0.211045,0.325519,0.000000,2.873706,0.134163,1.794775,3.094419,0.438960,1.075927,0.000000,0.000000,0.324009,4.419771,2.200876,0.188738,0.223620,0.000000,1.540651,0.000000,4.406042,0.039249,0.583973,0.018746,4.086265,0.291040,2.155274,0.000000,2.369303,3.202338,0.143197,1.087864,0.429375,4.291568,0.702699,0.223737,0.388860,0.011114,0.115325,0.134361,0.052260,0.082817,1.964336,0.164617,1.328921,2.956386,0.000000,25.472080,0.040938,0.080541,0.411042,0.116284,0.187942,3.093926,3.017213,5.284510,0.453990,0.701943,0.117154,3.122019,3.244905,2.217592,0.676459,1.455683,0.000000,3.111077,0.489725,0.668935,0.000000,0.000000,0.589210,0.006434,0.254260,0.595765,0.604187,2.276647,1.208162,0.000000,0.000000,7.672246,0.209726,4.520572,0.193083,0.000000,0.367384,11.877790,0.456563,0.000000,3.159046,0.056046,0.354233,1.234950,0.070031,0.000000,0.000000,3.181256,0.443580,0.413279,2.186663,2.870066,0.000000,5.150061,0.330097,0.018484,0.108705,2.963632,0.000000,0.067707,8.787500,0.201818,0.455996,0.259644,0.171844,5.532175,0.000000,0.225124,0.000000,2.105278,3.749995,0.416480,0.021039,0.000000,0.840870,0.463355,1.260321,0.000000,0.886128,0.000000,0.000000,0.753834,0.406381,0.605492,0.237866,0.011302,4.305732,0.073376,1.393291,2.222092,0.054473,0.003624,2.259952,0.000128,0.566255,0.487557,2.849791,6.152883,2.559036,0.509709,1.104316,0.660873,0.969802,0.000000,0.485953,4.459896,0.001985,0.390694,0.013616,2.511697,0.053068,2.038575,0.150080,0.162766,0.000000,0.000000,0.425768,7.015800,0.933439,0.592294,0.214317,0.197711,3.072176,2.379596,0.063628,0.065719,1.188694,0.000000,0.350731,0.890741,1.053055,0.143479,1.032690,0.533296,4.718604,0.048580,5.206658,6.172400,0.000000,0.215369,0.134703,0.123407,1.445375,0.011271,0.061717,7.962886,0.000000,0.000000,0.188301,0.084527,0.498997,0.000000,0.048501,1.233992,1.761505,0.000000,1.346810,2.064798,0.014369,0.000000,0.022364,0.968591,8.776809,2.196847,0.019699,0.434209,0.000000,0.483341,0.207407,0.824623,2.686433,0.808101,5.644493,0.000000,0.587735,0.769805,0.588430,0.899036,0.858248,1.407367,0.274589,0.131519,0.000000,2.619868,0.000000,0.486303,22.582762,0.000000,0.000000,1.523512,4.457340,0.078319,0.000000,0.693655,0.371731,0.296351,2.604321,3.395123,0.144085,5.530430,1.355555,0.000000,0.222474,0.030073,0.000000,0.116083,2.964647,0.000000,0.013160,0.000000,0.349794,1.318212,1.683618,0.000335,0.153060,1.507774,20.834114,0.000000,0.267285,2.900564,3.317960,0.146668,0.057117,0.000760,0.288581,0.461302,0.191721,0.392916,0.000000,0.545456,0.141410,4.728087,4.105289,0.022054,0.000000,1.279578,0.315627,0.000000,2.720170,0.071715,0.000000,2.181000,3.391382,0.624213,0.300009,0.072475,4.571625,1.047053,0.592915,0.000000,0.967955,0.036533,0.043723,1.074196,0.043430,0.000000,0.902329,1.714758,1.089507,0.044961,1.696189,0.783625,0.247091,3.156357,0.216464,1.718257,0.360297
2	0.947542,0.635278,0.000000,0.000000,0.116846,1.435133,7.819292,0.189668,0.000000,0.000000,0.000000,2.215288,0.268586,0.000000,0.000000,0.000000,0.216275,0.000000,2.859679,0.510063,0.032611,0.000000,0.724244,0.000000,0.000000,15.644260,0.000000,0.000000,1.440164,0.000000,0.016339,0.000000,3.069757,0.000000,0.000000,0.315924,0.000000,0.229674,0.000000,0.000000,1.325877,0.398617,7.759533,0.000000,0.855787,0.000000,0.010109,0.000000,0.479520,0.326584,13.686392,1.403821,1.277443,0.000000,0.024407,0.201043,0.020549,1.467837,0.207671,1.082540,1.158375,0.116072,1.452349,0.139164,1.409525,0.023937,0.000000,0.230506,3.471570,0.000000,0.000000,0.312879,0.000000,0.820764,0.574726,2.347502,0.000000,0.173985,0.000000,4.326497,0.000000,0.402846,0.000000,0.000000,0.125715,0.000000,8.125932,0.000000,0.412129,0.493999,0.064499,0.000000,0.000000,0.000000,0.113294,0.000000,5.022934,0.000000,0.000000,6.502162,0.000000,0.000000,0.000000,0.962095,0.000000,0.462486,0.572075,0.117245,0.000000,0.000000,0.062763,0.000000,0.764039,0.420814,0.874429,0.000000,0.044304,0.560594,0.000000,0.544710,0.000000,0.118056,0.000000,1.876297,17.939905,2.232984,0.628030,0.000000,0.012895,0.000000,2.928938,0.248853,1.422788,0.000000,0.144589,0.000000,0.160639,0.461649,12.069369,0.000000,0.039711,0.000000,0.000000,0.000000,0.866861,0.000000,0.394353,5.135985,0.000000,6.256591,0.073267,0.108158,1.939542,0.000000,1.269431,5.131675,41.998531,0.171697,0.024593,0.000000,0.000000,0.280136,0.000000,0.000000,0.000000,0.280049,0.000000,0.000000,1.816799,0.000000,0.000000,3.232498,4.749382,0.269083,0.275075,0.000000,0.495436,0.252123,3.389054,7.156681,0.907903,0.099073,0.032694,0.757633,0.000000,0.009690,0.451740,0.000000,0.175587,1.216285,0.498960,0.000000,0.032115,0.000000,0.519341,0.000000,0.001850,0.557457,0.000000,1.555681,0.065243,1.402995,0.259445,1.455238,1.007033,0.000000,0.361628,0.065935,0.015414,0.002434,2.569929,0.000000,0.165956,1.121308,0.000000,0.066461,0.000000,3.093923,1.223152,0.000000,0.230294,0.483563,0.213902,0.000000,0.000000,1.939626,4.262893,0.479533,1.141384,0.271920,2.830554,0.002521,0.000000,0.000000,0.210409,0.000000,0.000000,0.000000,0.000000,0.088065,1.887450,0.326252,0.000000,0.000000,8.883137,0.052754,0.000000,1.682572,0.129734,0.268878,3.615123,0.000000,12.563367,1.223582,0.000000,0.019471,4.896133,1.475414,0.000000,1.000914,0.028193,0.000000,0.233557,1.826746,0.000000,0.011990,0.000000,0.310869,0.000000,0.000000,0.691413,0.000000,2.031703,0.000000,0.000000,0.000000,9.359520,0.559985,0.702024,0.039994,0.000000,1.340001,11.721205,0.848466,0.064598,0.160992,0.000000,0.000000,4.439410,0.000000,0.000000,0.000000,1.353400,0.135512,1.052276,0.000000,0.534901,0.000000,1.981700,0.000000,0.864223,0.631957,0.689924,0.000000,0.450576,2.689950,0.000000,0.017553,0.000000,0.627415,1.344512,0.000000,0.529130,0.000000,11.903363,4.540269,0.033613,0.766032,0.000000,6.815146,0.000000,1.151929,0.238265,0.117427,0.040640,0.000000,0.473643,0.683038,0.007358,0.000000,1.805814,4.125035,2.257014,0.008510,0.307125,5.679981,0.239511,0.592718,0.000000,0.275120,0.540158,0.273119,5.964287,5.982791,3.465860,4.492148,0.237410,0.386073,0.000000,0.229145,3.649800,0.000000,0.706028,0.008854,5.243592,0.000000,0.000000,0.000000,1.062712,0.900148,0.096836,0.017930,0.228730,0.735079,0.000000,0.364210,0.000000,2.155966,1.077614,4.706236,0.000000,0.602993,0.003540,0.062237,0.623328,3.463709,0.206962,0.121843,2.113516,2.786150,0.322016,1.427506,0.000000,0.000000,0.582429,0.000000,0.000000,1.259409,0.022598,0.000000,0.597241,0.938563,0.252615,0.000000,0.000000,0.251313,1.515437,0.014727,0.225684,0.349542,0.000000,0.000000,0.669030,0.000000,0.000000,0.039005,0.040575,1.555092,0.000000,0.000000,0.000000,0.000000,0.000000,6.218404,1.353234,0.400587,0.197582,9.131922,0.000000,0.792301,2.620614,0.114749,0.057918,0.083194,0.783772,0.000000,0.034868,0.486262,1.171282,0.000000,2.170501,1.423146,0.000000,0.000000,1.260559,0.050970,0.000000,0.000000,0.901607,0.000000,3.590084,19.861670,1.311203,2.138053,12.749808,3.695779,0.132589,0.071571,0.000000,0.356235,1.461406,1.781912,0.556222,0.044019,1.258983,0.278251,0.110825,0.355348,0.467840,0.012107,1.083426,5.813500,0.185166,0.000000,0.038764,2.160687,0.000000,0.368003,0.000000,0.000000,0.012749,2.237240,0.000000,0.074206,6.100375,0.051067,1.529333,3.191342,0.278066,0.152177,0.000000,0.142850,0.000000,0.054244,0.350273,0.000000,0.231897,1.369669,0.129303,0.000000,0.000000,0.001910,0.409714,0.270618,0.061512,0.344483,0.000000,0.136225,0.252364,0.905369,0.398124,0.000000,1.077997,0.008292,0.678637,2.325529,2.181936,0.000000,1.781265,0.323335,0.778741,0.015005
3	0.000000,0.345162,0.000000,0.000000,0.000000,0.000000,1.979059,0.048781,0.000000,0.000000,0.000000,0.128435,0.000000,0.000000,0.000000,0.079185,0.000000,0.444054,1.228973,0.000000,0.000000,0.000000,0.255539,0.000000,0.000000,1.178027,0.000000,0.000000,0.438107,0.004464,0.000000,0.000000,0.330320,0.000000,0.033691,3.800252,0.000000,0.037453,0.345463,0.000000,0.539729,0.000000,11.734791,0.000000,0.000000,0.095760,0.000000,1.047095,1.697583,0.301739,10.641272,0.158624,1.442658,0.000000,0.000821,0.097477,0.229352,1.498966,0.000000,2.695796,0.137060,0.000000,0.929960,0.028131,2.543876,0.000000,0.000000,0.105702,0.000000,0.000000,0.000000,0.000000,0.421761,1.365827,0.062780,1.277760,0.000000,0.000000,0.000000,0.116957,0.000000,0.548992,0.629227,0.000000,0.000000,0.000000,31.606619,0.000000,0.516485,0.617088,0.000000,0.000000,0.000000,0.000000,1.073216,0.028849,2.394108,0.000000,0.134961,2.932953,0.000000,0.000000,0.562475,0.550032,0.000000,0.000000,0.000000,0.827234,0.409702,0.000000,0.000000,0.000000,0.103676,0.616855,0.024247,0.000000,0.000000,0.043886,0.000000,1.668990,0.059565,0.000000,0.000000,5.674212,1.643256,0.320861,0.000000,0.000000,0.000000,0.000000,5.552554,0.840605,0.288663,0.143465,0.000000,0.000000,0.347176,1.493676,8.093490,0.000000,0.000000,0.000000,0.228053,0.000000,0.000000,0.000000,1.045183,0.686273,0.000000,22.089432,0.181916,0.037284,5.228397,0.000000,1.191102,6.147908,23.239643,0.000000,0.000000,0.000000,0.000000,0.570794,0.307313,0.085091,0.000000,0.000000,0.126153,0.000000,1.103183,0.000000,0.000000,0.089076,0.946056,0.204890,0.000000,0.000000,0.000000,0.000000,1.704840,0.920563,0.399170,0.582051,0.000000,0.564122,0.000000,4.354762,0.338165,0.173203,0.018893,0.251306,0.000000,0.086350,0.033031,0.028337,0.131077,0.000000,0.100825,0.449224,0.000000,0.563472,0.000000,2.641337,0.000000,0.394367,0.000000,0.000000,1.217485,0.022256,0.000000,0.000000,1.035078,0.000000,0.119494,0.002806,0.000000,0.050399,0.009415,1.220094,1.084345,0.000000,0.000000,0.084271,0.000000,0.295303,0.000000,0.094965,0.508943,0.045242,1.880364,0.005073,2.286857,0.000000,0.000000,0.303415,0.000000,0.000000,0.000000,0.000000,0.000000,0.200504,0.011003,0.385337,0.151893,0.167855,0.585158,0.030945,0.000000,0.000000,0.000000,0.786768,1.929746,0.141238,13.277643,0.000000,0.087337,0.000000,0.967184,0.566142,4.266339,1.353492,0.084281,0.000000,0.000000,1.586935,0.402723,0.000000,0.000000,0.000000,0.236549,0.000000,0.000000,0.000000,5.135487,0.000000,0.000000,0.000000,6.569597,0.083330,0.188868,0.000000,0.507057,3.928777,5.840892,0.000000,0.000000,2.146661,0.000000,0.571907,0.000000,0.000000,0.000000,0.000000,0.142216,0.426191,0.494082,0.032646,0.153521,0.000000,0.101015,0.000000,0.000000,0.430425,0.000000,0.021971,0.391487,7.832266,0.000000,0.143595,0.000000,1.492939,0.000000,0.000000,0.840081,0.000000,2.427804,0.467388,0.000000,0.000000,0.000000,2.766424,0.000000,0.633394,1.874201,0.612293,0.000000,0.000000,0.510760,0.000000,0.178689,0.000000,0.000000,8.556542,0.000000,0.002393,0.000000,0.653894,0.059380,0.078414,0.000000,0.000000,0.582099,4.693841,6.013112,6.109446,0.116146,0.076326,0.333079,0.000000,0.000000,0.000000,1.247641,0.022811,0.047572,0.000000,0.591897,0.000000,0.865972,0.121077,0.307564,0.521838,0.000000,0.000000,2.123209,1.875770,0.000000,0.000000,0.120172,2.686348,0.011245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.130104,0.000000,0.025946,3.806954,0.959321,0.118481,3.521190,1.129642,0.025301,0.000000,0.224955,0.075472,0.000000,0.000000,0.000000,1.950783,0.000000,0.000000,0.000000,0.000000,0.041856,0.805812,0.000000,0.851452,0.000000,0.032009,0.639824,1.422884,0.000000,0.000000,0.000000,0.000000,4.778646,0.000000,0.000000,0.015548,0.000000,1.227823,0.186090,0.014275,1.419709,0.328910,15.593981,0.082452,0.266266,5.982698,0.000000,0.953566,0.000000,0.000000,0.030692,0.000000,0.021433,0.081099,0.000000,0.389169,2.821654,0.000000,0.000000,0.804653,0.645614,0.000000,0.000000,1.159579,0.000000,0.000000,7.506801,0.332534,0.058353,6.898961,0.528147,0.000000,0.000000,0.190611,0.058780,2.775074,0.098485,0.000000,0.000000,0.000000,0.136400,0.097799,0.454631,0.000000,0.209516,0.004505,10.247800,0.000000,0.500459,0.004417,20.977310,0.000000,0.000000,0.000000,0.000000,0.331072,0.244118,0.000000,0.213621,0.401204,0.000000,0.931618,2.793475,0.000000,0.000000,0.097271,0.115252,0.000000,0.000000,0.559912,0.000000,0.456767,4.953219,0.282148,0.405021,0.000000,0.228635,0.005811,0.000000,0.000000,0.796570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.227656,0.190988,0.000000,9.198677,0.811954,0.000000,0.570571,0.937915,0.048125,0.000000
4	0.959088,0.886292,0.000000,0.356060,0.306958,0.130414,0.189529,0.119832,0.000000,0.136645,0.000000,2.037898,0.000000,0.000000,1.551843,0.636301,0.000000,0.000000,2.800391,2.495045,0.000000,0.026476,0.303547,0.123579,0.000000,0.305434,0.148983,0.514192,0.030460,0.679114,0.591551,0.000000,0.649445,0.000000,0.185385,5.562546,0.000000,0.258404,0.000000,0.000000,0.603987,0.048480,5.641412,0.000000,0.747733,0.161365,0.932536,2.040838,0.503920,0.512157,5.364516,0.646559,1.110651,0.236237,0.055761,0.678611,0.866306,4.056361,0.337642,2.493417,0.075171,0.951585,0.699872,0.000000,0.470897,0.000000,0.000000,1.534305,0.027941,0.000000,0.000000,1.835110,1.228707,2.534577,0.932569,4.499605,0.000000,0.465150,0.355218,0.634618,0.000000,0.029900,0.000000,0.000000,0.000000,1.433318,28.674980,0.369113,0.323744,1.519732,0.000000,0.000000,0.103741,0.534136,2.844024,0.168202,3.416858,0.000000,1.052694,3.426985,0.000000,0.000000,0.022487,1.120141,0.012780,0.000000,0.392133,1.415661,1.093069,0.238999,0.467416,0.000000,0.190061,0.524195,0.238365,0.470303,0.462720,0.262410,0.038821,2.328788,0.779553,0.220703,0.000000,2.152741,1.811151,1.374997,0.000000,0.000000,0.000000,0.129147,4.934421,2.354171,0.193280,0.072371,0.217317,0.000000,0.142895,2.109394,7.394927,0.000000,0.207107,0.000000,3.028818,0.000000,0.000000,0.000000,0.657754,0.489855,0.000000,14.136126,0.011022,0.000000,4.975978,0.000000,0.503172,5.620893,12.520753,0.393656,0.000000,0.007998,0.000000,1.492132,0.892460,0.143462,0.192075,0.247501,0.880492,0.000000,0.836538,0.000000,0.146757,1.507020,0.049526,0.873822,0.050693,0.000000,0.313599,1.009597,0.161507,1.385853,1.437057,1.760021,0.000000,0.656632,0.000000,1.290689,1.608540,0.195320,0.196280,0.000000,0.124680,0.000000,1.847483,0.132224,0.323894,0.000000,0.000000,0.583908,0.000000,1.042459,0.036801,5.876613,0.000000,0.040596,0.881910,0.000000,1.389486,0.012661,0.128482,1.274078,0.301752,0.068838,0.953416,3.135702,0.132142,0.073479,0.264628,1.050104,1.147289,0.788592,0.197235,0.210320,0.039153,0.051717,0.000000,0.216584,0.611336,1.041069,3.726523,0.081377,10.402262,0.754357,1.547923,0.000000,0.000000,0.477421,0.169505,0.229281,0.011284,0.193260,0.584156,0.982171,0.346666,0.283374,5.257248,0.452715,0.232346,0.000000,0.452025,0.173717,2.148333,0.000000,16.205406,0.764992,0.069234,0.000000,3.066374,0.570117,6.139856,1.672992,0.057510,0.000000,0.044796,0.191474,0.610249,0.065961,0.000000,0.035050,0.000000,0.169724,0.117979,0.000000,5.992025,0.293708,0.000000,0.131290,9.540348,0.350074,0.024379,0.000000,0.264866,1.992285,2.099622,0.687091,0.308511,2.737540,0.000000,0.000000,0.000000,0.000000,0.518976,0.121690,0.457277,0.797678,0.805490,0.000000,0.000000,0.000000,1.245665,0.000000,0.000000,2.195990,0.665548,0.027513,1.104177,6.119974,0.020268,0.242998,0.000000,0.000000,0.297215,0.000000,0.000340,0.000000,1.475029,1.528494,0.667414,0.000000,0.000000,4.714256,0.511035,3.962168,2.537119,0.011770,0.020040,0.000000,0.405149,0.122786,0.819212,0.000000,0.000000,13.821827,0.216341,0.116205,0.053046,1.425353,0.548301,0.480363,0.000000,0.000668,0.296520,0.699333,3.895263,1.496482,0.313688,1.351823,0.231434,0.000000,0.054664,0.692039,1.243024,0.064787,1.918280,0.844088,3.636971,0.027899,1.307069,0.277324,0.781532,1.456734,0.000000,0.000000,1.366576,0.192611,0.095491,0.004868,0.014379,0.400467,0.000000,0.302155,0.000000,0.136374,0.000000,0.006153,0.883255,0.817393,0.000000,0.275763,2.690461,0.173060,0.200404,13.193027,0.611513,0.203507,3.827715,0.152089,0.000000,1.483849,0.263416,0.073185,0.469525,0.166130,0.000000,0.000000,0.074693,0.190094,2.839109,0.000000,0.184055,0.000000,0.000000,0.490039,1.584225,0.000000,0.000000,0.236963,0.000000,0.803036,0.748865,0.000000,0.147175,0.000000,0.861887,2.366155,0.015780,0.962615,1.195436,14.750249,0.064830,0.352652,0.482778,0.000000,0.488086,1.820001,0.203780,0.000000,0.000000,0.000000,1.188860,2.031894,0.643927,0.789529,0.000000,0.093301,2.736441,0.617246,0.547492,0.000000,0.266660,1.657479,3.064477,7.107018,0.218116,3.054042,12.729252,2.430529,0.297927,0.076630,0.077071,0.345855,8.861463,0.202015,0.000000,0.659866,0.333954,1.299245,0.445051,0.793206,0.467239,1.134113,0.000000,4.501124,0.000000,0.407070,0.113053,25.231813,0.000000,0.259621,0.000000,0.066039,0.095558,1.557041,0.000000,1.224042,0.616277,0.115416,2.243145,2.202416,0.000000,0.777176,0.262903,2.426641,0.160683,0.000000,0.220311,0.261685,0.938074,7.271209,0.025162,3.689530,0.000000,0.088430,0.112241,0.001255,0.000000,0.161687,0.000000,0.068046,0.142114,1.478804,0.045337,0.000000,2.183830,0.213434,0.644237,2.116832,0.000000,0.048512,1.530503,0.173482,0.339496,0.000000
5	0.062642,0.004528,0.029314,0.331601,0.581233,0.233369,6.072686,0.589568,0.000000,0.087095,0.181761,0.000000,0.000000,0.000000,1.086647,0.472164,0.652897,0.149782,3.097668,0.575424,0.141727,0.000000,0.398915,0.228392,0.119416,2.754927,0.021929,0.018132,0.114212,2.549861,0.208494,0.578049,1.547160,0.000000,0.307964,1.401041,0.379290,0.324261,0.000000,0.000000,0.121617,1.499364,8.947148,0.000000,0.329703,0.001168,0.342143,0.004934,0.031572,2.522985,9.215821,1.026878,1.912269,1.571869,0.343046,1.201867,0.114207,4.458770,0.579481,0.147838,1.435199,0.161501,3.792750,0.593536,0.328795,0.060706,0.000000,1.318841,0.697892,0.034132,0.114595,0.000000,0.158909,1.236120,0.000000,4.673399,0.695507,0.410793,0.000000,4.367895,0.055719,0.052168,0.355718,0.276039,0.000000,0.482222,17.696844,0.000000,0.316294,0.848709,0.000000,0.000000,0.000000,0.000000,0.648969,0.000000,4.336332,0.000000,2.031166,4.678140,0.000000,0.064305,0.078642,5.340520,0.121746,1.005039,0.600377,0.515060,0.630430,0.122323,0.353668,0.000000,0.297641,0.555656,0.279200,0.022432,1.158218,0.604146,0.000000,4.329024,0.580063,0.191783,0.000000,2.379586,9.547558,0.152627,0.925303,0.278851,0.542495,0.086240,4.994178,0.000000,0.258196,0.173851,1.080945,0.106581,0.000000,0.320604,12.414826,0.517601,0.163412,0.000000,3.612673,0.347848,0.296483,0.000000,0.908213,3.323328,0.180014,3.937904,0.447110,0.000000,1.459353,0.255503,0.813625,4.884493,15.461468,0.541017,0.000000,0.019817,0.016155,0.543787,0.000000,1.256130,0.104567,0.060896,1.393837,0.000000,0.818260,0.049626,0.049636,0.066498,0.245228,0.787829,0.000000,0.033447,1.081704,0.015348,12.972683,2.310871,0.370076,0.260247,0.000000,0.417484,0.300610,1.943956,1.902242,0.072327,0.461602,0.000000,0.226288,0.000000,0.496124,0.109927,0.068727,0.000000,0.019814,0.138551,0.463847,0.313074,0.000000,3.549748,0.332414,1.699181,0.591256,0.175050,6.077626,0.000000,0.000000,0.092606,1.833845,0.000000,1.175447,3.401704,0.196310,0.495454,1.281184,1.402333,0.911205,0.000000,0.129436,0.105629,0.312516,0.174459,0.066457,7.325627,4.021321,0.040337,0.332226,0.138886,7.709029,0.526200,0.586766,0.821734,0.358367,0.000000,0.000000,0.000000,0.349133,0.127233,0.779745,1.258622,0.227247,1.051757,20.412796,0.000000,0.123851,0.166892,0.319630,0.240718,1.944309,0.119827,18.943182,4.142328,1.000545,0.000000,0.085364,0.610273,4.961254,0.922097,0.582394,0.660740,1.611585,4.505685,0.102619,0.099931,0.029371,0.040968,0.758611,0.281042,0.000000,0.000000,3.600918,0.306391,0.079478,0.000000,6.938059,0.000000,7.301165,1.148047,0.094973,3.889020,9.414264,0.329210,0.000000,0.796695,0.000000,0.000000,8.372890,0.000000,0.193769,0.000000,0.344751,0.000000,0.845471,0.004670,0.850575,0.111165,0.871029,0.000000,0.077934,1.026677,1.185668,0.033300,0.562714,3.026348,0.000000,0.000000,0.186534,0.342246,0.019309,0.033870,1.137274,0.000000,7.662341,3.284977,1.656282,0.031234,0.303260,5.577561,0.282332,2.006297,0.037344,0.034070,0.000000,0.000000,0.634090,0.242497,2.484255,0.902897,0.159468,11.577143,1.571600,0.000000,0.399798,0.008661,0.277112,1.762177,1.020258,1.507883,0.978124,1.030057,1.684359,2.374005,3.819820,2.532315,0.723392,0.374216,0.429337,0.203749,2.228988,0.000000,0.000000,2.394668,0.894063,0.000000,1.557365,0.761851,2.102069,0.035656,0.159368,0.216701,2.022308,0.863267,0.000000,1.912089,0.048189,1.011942,0.896122,0.360464,0.818114,0.254925,0.000000,0.000000,1.099003,2.006520,0.358468,0.524728,1.467018,0.603963,0.000000,6.483677,0.048521,0.000000,0.783716,0.080304,0.000000,0.000000,0.952676,0.000000,2.868212,0.235174,0.198945,0.010586,0.000000,0.055766,2.361195,0.000000,1.068773,0.099542,0.000000,1.762938,0.468138,0.000000,0.000000,0.138588,0.011810,3.198269,0.706496,0.000000,0.000000,0.093986,0.248486,2.596353,0.391303,1.340897,0.035043,3.607702,0.198055,0.026056,3.505507,0.363164,0.031903,2.164476,1.938146,0.179508,0.219245,0.000000,3.907570,1.752669,3.637849,1.128920,0.000000,0.025614,1.159215,3.579168,0.000000,0.112654,0.281206,0.047918,0.643097,10.989438,0.854482,0.901415,11.960538,2.852601,0.240075,0.000000,0.401955,0.760990,4.415565,0.217513,0.000000,0.000000,0.061819,0.870655,0.442105,0.093744,0.317656,0.000000,0.750750,4.429831,0.432316,0.316837,0.660521,1.180845,0.000000,0.068930,0.000000,0.072094,0.107392,0.712864,0.656069,1.016906,4.374963,0.178191,0.980439,11.192303,0.142838,0.090233,0.000000,0.272662,0.103505,0.045721,1.336542,0.018250,0.351229,5.659437,0.000000,2.499306,0.027065,1.368701,2.259677,0.000000,0.451757,0.018710,0.000000,0.000000,2.762023,4.713918,0.235538,0.212155,0.011490,0.000000,0.000000,1.356987,0.092515,0.405825,1.107183,2.474140,0.642147,0.000000
